cargo	actix-web
cargo	actix-web-codegen
cargo	aligned
cargo	amethyst_ecs
cargo	amethyst_engine
cargo	anstyle
cargo	as-slice
cargo	async-broadcast
cargo	async-native-tls
cargo	async-stream
cargo	async-stream-impl
cargo	axum
cargo	axum-extra
cargo	base64ct
cargo	bit_field
cargo	bitflags
cargo	botan
cargo	bstr
cargo	btoi
cargo	build_id
cargo	bytecheck
cargo	bytecheck_derive
cargo	bytemuck
cargo	bytesize
cargo	camino
cargo	cargo-config2
cargo	cargo-zigbuild
cargo	chumsky
cargo	circular
cargo	clang-sys
cargo	clap
cargo	clap_complete
cargo	clap_derive
cargo	clap_lex
cargo	compact_str
cargo	compiler_builtins
cargo	concolor
cargo	conpty
cargo	console_log
cargo	const-oid
cargo	const-random
cargo	const-random-macro
cargo	convert_case
cargo	core2
cargo	crc32fast
cargo	crossbeam-channel
cargo	crossbeam-deque
cargo	crossbeam-epoch
cargo	crossbeam-utils
cargo	crossterm
cargo	curl-sys
cargo	cvt
cargo	dav1d
cargo	dav1d-sys
cargo	dcv-color-primitives
cargo	defmac
cargo	der
cargo	der_derive
cargo	difflib
cargo	dlv-list
cargo	dyn-clone
cargo	enum-iterator
cargo	enum-iterator-derive
cargo	expectrl
cargo	expect-test
cargo	fraction
cargo	fs_at
cargo	fs-set-times
cargo	generator
cargo	gfx
cargo	gfx_device_metal
cargo	gfx_device_vulkan
cargo	gfx_macros
cargo	gfx_window_metal
cargo	gfx_window_vulkan
cargo	gio
cargo	git-actor
cargo	git-attributes
cargo	git-bitmap
cargo	git-config
cargo	git-config-value
cargo	git-date
cargo	git-features
cargo	git-glob
cargo	git-hash
cargo	git-hashtable
cargo	git-index
cargo	git-lock
cargo	git-mailmap
cargo	git-object
cargo	git-packetline
cargo	git-path
cargo	git-prompt
cargo	git-protocol
cargo	git-quote
cargo	git-ref
cargo	git-refspec
cargo	git-revision
cargo	git-sec
cargo	git-tempfile
cargo	git-transport
cargo	git-traverse
cargo	git-validate
cargo	git-worktree
cargo	gix
cargo	gix-actor
cargo	gix-attributes
cargo	gix-bitmap
cargo	gix-chunk
cargo	gix-command
cargo	gix-config
cargo	gix-config-value
cargo	gix-credentials
cargo	gix-date
cargo	gix-diff
cargo	gix-discover
cargo	gix-features
cargo	gix-glob
cargo	gix-hash
cargo	gix-hashtable
cargo	gix-index
cargo	gix-lock
cargo	gix-mailmap
cargo	gix-object
cargo	gix-odb
cargo	gix-pack
cargo	gix-packetline
cargo	gix-path
cargo	gix-prompt
cargo	gix-protocol
cargo	gix-quote
cargo	gix-ref
cargo	gix-refspec
cargo	gix-revision
cargo	gix-sec
cargo	gix-tempfile
cargo	gix-transport
cargo	gix-traverse
cargo	gix-url
cargo	gix-validate
cargo	gix-worktree
cargo	glam
cargo	glib
cargo	glib-macros
cargo	glib-sys
cargo	globwalk
cargo	glow
cargo	glyph_brush
cargo	h2
cargo	hetseq
cargo	http
cargo	human-panic
cargo	hyper
cargo	hyper-sync-rustls
cargo	id-arena
cargo	infer
cargo	ioctl-rs
cargo	io-uring
cargo	is-terminal
cargo	itertools
cargo	jobserver
cargo	keccak
cargo	keyring
cargo	lalrpop-util
cargo	leb128
cargo	libc-print
cargo	libnghttp2-sys
cargo	linux-keyutils
cargo	linux-raw-sys
cargo	loom
cargo	match_cfg
cargo	maturin
cargo	memmap2
cargo	metal-rs
cargo	minijinja
cargo	mio-named-pipes
cargo	miow
cargo	mockito
cargo	new_debug_unreachable
cargo	no-panic
cargo	normalize-line-endings
cargo	ntapi
cargo	num_enum
cargo	num_enum_derive
cargo	openssl-src
cargo	owned_ttf_parser
cargo	palaver
cargo	parse-zoneinfo
cargo	password-hash
cargo	path-clean
cargo	peeking_take_while
cargo	pem-rfc7468
cargo	pin-utils
cargo	pkcs1
cargo	pkcs5
cargo	pkcs8
cargo	plist
cargo	poem-derive
cargo	portable-pty
cargo	portpicker
cargo	postcard
cargo	postcard-derive
cargo	pprof
cargo	precomputed-hash
cargo	procfs
cargo	proc-macro-crate
cargo	prodash
cargo	prost
cargo	prost-build
cargo	prost-derive
cargo	prost-types
cargo	psm
cargo	ptyprocess
cargo	raw-cpuid
cargo	rawpointer
cargo	rawslice
cargo	region
cargo	remove_dir_all
cargo	renderdoc-sys
cargo	replace_with
cargo	rgb
cargo	rodio
cargo	rsa
cargo	rustc-test
cargo	rustls-ffi
cargo	rustyline
cargo	rustyline-derive
cargo	safemem
cargo	schemars
cargo	schemars_derive
cargo	scraper
cargo	scroll_derive
cargo	selectors
cargo	sema
cargo	sentry
cargo	sentry-anyhow
cargo	sentry-backtrace
cargo	sentry-contexts
cargo	sentry-core
cargo	sentry-debug-images
cargo	sentry-log
cargo	sentry-panic
cargo	sentry-slog
cargo	sentry-tower
cargo	sentry-tracing
cargo	sentry-types
cargo	serde-big-array
cargo	serde_qs
cargo	serial
cargo	serial-core
cargo	serial-unix
cargo	serial-windows
cargo	servo_arc
cargo	shared_library
cargo	shell-words
cargo	shlex
cargo	skim
cargo	slab
cargo	slug
cargo	smart-default
cargo	snapbox
cargo	socket2
cargo	speculate
cargo	spirv-utils
cargo	spki
cargo	stacker
cargo	string_cache
cargo	stringprep
cargo	strip-ansi-escapes
cargo	subtle
cargo	symbolic-common
cargo	symbolic-demangle
cargo	syn
cargo	sysinfo
cargo	temp-env
cargo	tempfile
cargo	termimad
cargo	termios
cargo	term-transcript
cargo	test-case-core
cargo	testing_logger
cargo	test-with
cargo	time
cargo	time-macros
cargo	tokio
cargo	tokio-process
cargo	tokio-signal
cargo	tokio-stream
cargo	toml_edit
cargo	to_shmem
cargo	to_shmem_derive
cargo	tower-http
cargo	tracing-capture
cargo	tracing-tunnel
cargo	trycmd
cargo	try-lock
cargo	ucd-parse
cargo	ucd-trie
cargo	uname
cargo	unchecked-index
cargo	unic-char-property
cargo	unic-char-range
cargo	unic-common
cargo	unic-emoji-char
cargo	unicode_categories
cargo	unic-ucd-version
cargo	valgrind_request
cargo	vergen
cargo	vk
cargo	vk-sys
cargo	wasm-encoder
cargo	wasmparser
cargo	wayland-backend
cargo	which
cargo	wide
cargo	winapi-util
cargo	winit
cargo	winnow
cargo	winreg
cargo	worker-macros
cargo	worker-sys
conda	blas-devel
conda	cryptography
conda	flit-core
conda	ipython
conda	libcurl
conda	libdeflate
conda	libevent
conda	libgomp
